a,b,c,d,e,f,g,h,I
235.75,0.9521,-0.19751,-0.10491,3,-49,4.9057,925.25,3
235.85,0.88175,-0.19751,-0.12771,3,-49,4.8857,925.25,3
236.25,0.9521,-0.19751,-0.11631,3,-51.5,5.3321,920.25,3
236.5,0.92865,-0.19751,-0.10491,3,-49.5,1.2057,921.75,3
237,1.1045,-0.26641,-0.025087,3,-49,5.2002,924.75,3
237.08,1.1045,-0.26641,-0.025087,3,-49.5,0.82682,922.25,3
237.25,0.9052,-0.19751,-0.11631,3,-49.5,0.83602,922.25,3
237.35,0.9052,-0.19751,-0.11631,3,-50,4.5498,925.75,3
237.5,0.9052,-0.19751,-0.12771,3,-50,4.5406,925.75,3
237.6,0.9052,-0.19751,-0.12771,3,-49,5.9242,923.75,3
237.63,0.88175,-0.19751,-0.12771,3,-49,5.9426,923.75,3
238,0.94038,-0.20899,-0.11631,3,-50,1.5493,921.25,3
238.5,1.2101,-0.32383,0.0091224,3,-49,5.5515,924.25,3
238.75,1.2101,-0.32383,0.0091224,3,-49,5.5469,924.25,3
239.75,1.0342,-0.22048,-0.082102,3,-49.5,4.5467,925.75,3
240.5,0.88175,-0.19751,-0.12771,3,-49,4.8627,925.25,3
241.25,0.89348,-0.19751,-0.12771,3,-51,2.1767,920.25,3
241.5,1.1866,-0.31234,-0.0022806,3,-49,0.053689,923.25,3
241.75,0.92865,-0.19751,-0.11631,3,-49,5.1803,924.75,3
242,0.91693,-0.19751,-0.11631,3,-49,0.80994,922.25,3
243,0.97555,-0.19751,-0.11631,3,-49.5,4.8504,925.25,3
243.5,0.98728,-0.20899,-0.10491,3,-49,5.5361,924.25,3
244,1.1514,-0.30086,-0.013684,3,-49,0.0061359,923.25,3
244.25,0.92865,-0.18603,-0.10491,3,-49.5,6.2663,923.25,3
